alcohol,average_wages,cancer,employment_rate,happiness,life_at_birth,life_at_old,location,obese,pollution,smokers,social_spending,suicide,time,hours_worked,gdp,education
11.8,60.5,294.7,56.4,,74.2,16,HUN,,1798,,5178.8,23.4,2008.0,1798.0,207576.4765,79.703362
11.8,60.5,294.7,56.4,,74.2,16,HUN,,1798,,5178.8,23.4,2008.0,1798.0,20678.679912,79.703362
11.5,60.7,295.5,55,4.9,74.4,16.1,HUN,57.85,1781,26.5,4972.9,23.3,2009.0,1781.0,206985.3806,80.574215
11.5,60.7,295.5,55,4.9,74.4,16.1,HUN,57.85,1781,26.5,4972.9,23.3,2009.0,1781.0,20651.761816,80.574215
10.8,61.2,292.2,55,4.7,74.7,16.15,HUN,,1777,,4965.4,23.4,2010.0,1777.0,215349.1695,81.292355
10.8,61.2,292.2,55,4.7,74.7,16.15,HUN,,1777,,4965.4,23.4,2010.0,1777.0,21534.867422,81.292355
11.4,60.6,291.1,55.4,4.9,75,16.3,HUN,,1769.9,,4913.2,22.8,2011.0,1769.9,227766.3138,81.767836
11.4,60.6,291.1,55.4,4.9,75,16.3,HUN,,1769.9,,4913.2,22.8,2011.0,1769.9,22841.210338,81.767836
11.1,60.1,293.3,56.7,4.7,75.2,16.2,HUN,,1750,,4922.5,22,2012.0,1750.0,229105.5356,82.120117
11.1,60.1,293.3,56.7,4.7,75.2,16.2,HUN,,1750,,4922.5,22,2012.0,1750.0,23094.473331,82.120117
10.6,60,286.3,58.1,4.9,75.7,16.45,HUN,,1744.6,,4950.5,19.4,2013.0,1744.6,242025.7031,82.494131
10.6,60,286.3,58.1,4.9,75.7,16.45,HUN,,1744.6,,4950.5,19.4,2013.0,1744.6,24464.135959,82.494131
10.9,59.7,282.7,61.8,5.2,75.9,16.6,HUN,58.4,1751.7,25.8,5004.3,17.8,2014.0,1751.7,251774.7606,83.094397
10.9,59.7,282.7,61.8,5.2,75.9,16.6,HUN,58.4,1751.7,25.8,5004.3,17.8,2014.0,1751.7,25518.226038999997,83.094397
10.8,59,280.1,64,5.3,75.7,16.35,HUN,,1748.7,,5031.1,17.3,2015.0,1748.7,259425.9339,83.216949
10.8,59,280.1,64,5.3,75.7,16.35,HUN,,1748.7,,5031.1,17.3,2015.0,1748.7,26356.313716999997,83.216949
11.1,59.6,278.8,66.5,5.4,76.2,16.65,HUN,,1760,,,16.2,2016.0,1760.0,263522.4647,83.36229900000001
11.1,59.6,278.8,66.5,5.4,76.2,16.65,HUN,,1760,,,16.2,2016.0,1760.0,26851.624935000003,83.36229900000001
,60,275.4,68.2,6.1,75.9,16.45,HUN,,1741.3,,,15.1,2017.0,1741.3,281880.1338,84.02625
,60,275.4,68.2,6.1,75.9,16.45,HUN,,1741.3,,,15.1,2017.0,1741.3,28798.642514999996,84.02625
0.1,19.4,,,5.1,67.6,,IDN,,,,,,2007.0,,1789587.475,26.251305000000002
0.1,19.4,,,5.1,67.6,,IDN,,,,,,2007.0,,7849.776281,26.251305000000002
0.1,14.1,,,4.8,67.8,,IDN,,,,,,2008.0,,1934423.8290000001,20.603843999999995
0.1,14.1,,,4.8,67.8,,IDN,,,,,,2008.0,,8358.038025,20.603843999999995
0.1,21.4,,,5.5,68,,IDN,,,,,,2009.0,,1998472.592,28.953109999999995
0.1,21.4,,,5.5,68,,IDN,,,,,,2009.0,,8505.48813,28.953109999999995
0.1,22.3,,,5.5,68.2,,IDN,,,36.3,,,2010.0,,2003952.3989,30.31031
0.1,22.3,,,5.5,68.2,,IDN,,,36.3,,,2010.0,,8401.653869,30.31031
0.1,22.9,,,5.2,68.4,,IDN,,,,,,2011.0,,2171518.7848,31.101768000000007
0.1,22.9,,,5.2,68.4,,IDN,,,,,,2011.0,,8973.562971,31.101768000000007
0.1,22.7,,,5.4,68.6,,IDN,,,37.9,,,2012.0,,2344875.0117,31.753715999999997
0.1,22.7,,,5.4,68.6,,IDN,,,37.9,,,2012.0,,9554.336766,31.753715999999997
0.3,23.3,,,5.3,68.7,,IDN,,,,,,2013.0,,2515160.3264,32.732529
0.3,23.3,,,5.3,68.7,,IDN,,,,,,2013.0,,10108.429919,32.732529
0.3,23.9,,,5.6,68.9,,IDN,25,,,,,2014.0,,2688484.96,33.579498
0.3,23.9,,,5.6,68.9,,IDN,25,,,,,2014.0,,10661.618751,33.579498
0.3,24.9,,,5,69.1,,IDN,,,39.9,,,2015.0,,2850160.6407,35.433983
0.3,24.9,,,5,69.1,,IDN,,,39.9,,,2015.0,,11156.9,35.433983
0.3,25.7,,,5.1,69.3,,IDN,,,,,,2016.0,,3030576.7839,37.023993999999995
0.3,25.7,,,5.1,69.3,,IDN,,,,,,2016.0,,11714.411333,37.023993999999995
,26,,,5.1,69.4,,IDN,,,,,,2017.0,,3242390.4105,37.89735400000001
,26,,,5.1,69.4,,IDN,,,,,,2017.0,,12380.691389,37.89735400000001
1.6,,,,5,65.4,,IND,,,,,,2007.0,,4111053.1293,
1.6,,,,5,65.4,,IND,,,,,,2007.0,,3585.815724,
1.9,,,,5.1,65.8,,IND,,,,,,2008.0,,4354793.149,
1.9,,,,5.1,65.8,,IND,,,,,,2008.0,,3745.7506380000004,
2.5,,,,4.5,66.3,,IND,,,,,,2009.0,,4759946.0905,
2.5,,,,4.5,66.3,,IND,,,,,,2009.0,,4038.251028,
2.7,,,,5,66.7,,IND,,,13.7,,,2010.0,,5312415.1,
2.7,,,,5,66.7,,IND,,,13.7,,,2010.0,,4414.060389,
3,18.1,,,4.6,67.1,,IND,,,,,,2011.0,,5782035.4838,28.701828000000006
3,18.1,,,4.6,67.1,,IND,,,,,,2011.0,,4739.373347,28.701828000000006
3.1,,,,4.7,67.4,,IND,,,12.6,,,2012.0,,6209845.3131,
3.1,,,,4.7,67.4,,IND,,,12.6,,,2012.0,,5028.214828,
3.1,,,,4.4,67.8,,IND,,,,,,2013.0,,6713106.6732,
3.1,,,,4.4,67.8,,IND,,,,,,2013.0,,5366.192385,
3,,,,4.4,68.1,,IND,,,,,,2014.0,,7339969.2865,
3,,,,4.4,68.1,,IND,,,,,,2014.0,,5793.1880710000005,
3,,,,4.3,68.4,,IND,,,11.2,,,2015.0,,8024589.2781,
3,,,,4.3,68.4,,IND,,,11.2,,,2015.0,,6254.551269,
3,,,,4.2,68.6,,IND,,,,,,2016.0,,8705012.6421,
3,,,,4.2,68.6,,IND,,,,,,2016.0,,6701.318431000001,
,,,,4,68.9,,IND,,,,,,2017.0,,9460761.4358,
13.2,35.3,240.3,71.7,,79.7,18.55,IRL,56,1763,24,8060.8,10.4,2007.0,1763.0,205693.3632,67.726208
13.2,35.3,240.3,71.7,,79.7,18.55,IRL,56,1763,24,8060.8,10.4,2007.0,1763.0,46746.547399,67.726208
12.2,35.6,242.4,69.7,7.6,80.2,18.55,IRL,,1743,,8949,11.5,2008.0,1743.0,198813.7927,69.453365
12.2,35.6,242.4,69.7,7.6,80.2,18.55,IRL,,1743,,8949,11.5,2008.0,1743.0,44219.775877,69.453365
11,35.3,242.5,63.6,7,80.3,19.05,IRL,,1713,,10142.5,11.7,2009.0,1713.0,188770.0502,71.167923
11,35.3,242.5,63.6,7,80.3,19.05,IRL,,1713,,10142.5,11.7,2009.0,1713.0,41587.138158,71.167923
11.6,35.2,225.3,61,7.3,80.8,19.25,IRL,,1702,,10638.7,10.8,2010.0,1702.0,197431.8907,72.774815
11.6,35.2,225.3,61,7.3,80.8,19.25,IRL,,1702,,10638.7,10.8,2010.0,1702.0,43298.660675,72.774815
11.7,35.5,237.2,60,7,80.8,19.4,IRL,,1702,,10516.2,12.2,2011.0,1702.0,205441.1663,73.634674
11.7,35.5,237.2,60,7,80.8,19.4,IRL,,1702,,10516.2,12.2,2011.0,1702.0,44870.463335,73.634674
11.5,34.9,228.7,59.9,7,80.9,19.35,IRL,,1707,,10350.2,12.1,2012.0,1707.0,212758.4963,74.632885
11.5,34.9,228.7,59.9,7,80.9,19.35,IRL,,1707,,10350.2,12.1,2012.0,1707.0,46277.631708999994,74.632885
10.6,35.3,227,61.7,6.8,81,19.45,IRL,,1720,,9968.1,10.9,2013.0,1720.0,221468.225,76.726036
10.6,35.3,227,61.7,6.8,81,19.45,IRL,,1720,,9968.1,10.9,2013.0,1720.0,47936.388703,76.726036
10.8,37.8,226.7,63.1,7,81.4,19.75,IRL,,1731,,9902.5,10.7,2014.0,1731.0,237861.262,78.812708
10.8,37.8,226.7,63.1,7,81.4,19.75,IRL,,1731,,9902.5,10.7,2014.0,1731.0,51125.923299,78.812708
10.7,37,219.2,64.8,6.8,81.5,19.7,IRL,57,1741,19,9397.8,9.3,2015.0,1741.0,324698.4755,79.817423
10.7,37,219.2,64.8,6.8,81.5,19.7,IRL,57,1741,19,9397.8,9.3,2015.0,1741.0,69147.02905900001,79.817423
11.2,,,66.4,7,81.8,19.85,IRL,,1739,19,,,2016.0,1739.0,335356.9946,
11.2,,,66.4,7,81.8,19.85,IRL,,1739,19,,,2016.0,1739.0,70616.42835599999,
11,36.3,,67.7,7.1,82.2,20.2,IRL,62,1738,18,,,2017.0,1738.0,373035.9789,82.005451
11,36.3,,67.7,7.1,82.2,20.2,IRL,62,1738,18,,,2017.0,1738.0,77679.02849299999,82.005451
,,,,5.3,,,IRN,,,,,,2007.0,,,
,,,,5.1,,,IRN,,,,,,2008.0,,,
,,,,,,,IRN,,,,,,2010.0,,,
,,,,4.8,,,IRN,,,,,,2011.0,,,
,,,,4.6,,,IRN,,,,,,2012.0,,,
,,,,5.1,,,IRN,,,,,,2013.0,,,
,,,,4.7,,,IRN,,,,,,2014.0,,,
,,,,4.7,,,IRN,,,,,,2015.0,,,
,,,,4.7,,,IRN,,,,,,2016.0,,,
,,,,4.7,,,IRN,,,,,,2017.0,,,
,,,,4.6,,,IRQ,,,,,,2008.0,,,
,,,,4.8,,,IRQ,,,,,,2009.0,,,
,,,,5.1,,,IRQ,,,,,,2010.0,,,
,,,,4.7,,,IRQ,,,,,,2011.0,,,
,,,,4.7,,,IRQ,,,,,,2012.0,,,
,,,,4.7,,,IRQ,,,,,,2013.0,,,
,,,,4.5,,,IRQ,,,,,,2014.0,,,
,,,,4.5,,,IRQ,,,,,,2015.0,,,
,,,,4.4,,,IRQ,,,,,,2016.0,,,
,,,,4.5,,,IRQ,,,,,,2017.0,,,
7.5,38.4,221.8,85.2,,81.5,19.7,ISL,60.2,1608,19,6281.2,12,2007.0,1608.0,12824.1302,69.180695
7.5,38.4,221.8,85.2,,81.5,19.7,ISL,60.2,1608,19,6281.2,12,2007.0,1608.0,41182.178058,69.180695
7.2,37.5,212.9,83.6,6.9,81.7,19.5,ISL,,1610,17.6,6412.2,12.4,2008.0,1610.0,13749.8517,69.059507
7.2,37.5,212.9,83.6,6.9,81.7,19.5,ISL,,1610,17.6,6412.2,12.4,2008.0,1610.0,43049.003302,69.059507
7.2,37.1,209.3,78.3,,81.8,19.8,ISL,,1523,15.4,6884.8,11.8,2009.0,1523.0,13346.8168,69.994078
7.2,37.1,209.3,78.3,,81.8,19.8,ISL,,1523,15.4,6884.8,11.8,2009.0,1523.0,41813.335878,69.994078
6.8,38.1,208.8,78.2,,82,19.9,ISL,58.5,1514,14.2,6514,14.8,2010.0,1514.0,12587.0994,70.717709
6.8,38.1,208.8,78.2,,82,19.9,ISL,58.5,1514,14.2,6514,14.8,2010.0,1514.0,39582.073456,70.717709
6.8,37,208.5,78.5,,82.4,20.2,ISL,,1524,14.3,6670.8,8.7,2011.0,1524.0,13005.319,70.804756
6.8,37,208.5,78.5,,82.4,20.2,ISL,,1524,14.3,6670.8,8.7,2011.0,1524.0,40769.025089999996,70.804756
6.8,35.8,202.7,79.7,7.6,83,20.8,ISL,63.3,1510,13.8,6580.7,11.6,2012.0,1510.0,13446.4487,70.792192
6.8,35.8,202.7,79.7,7.6,83,20.8,ISL,63.3,1510,13.8,6580.7,11.6,2012.0,1510.0,41928.433769999996,70.792192
6.8,36.1,199.2,81.1,7.5,82.1,20,ISL,,1510,11.4,6609.8,16,2013.0,1510.0,14296.6258,72.169678
6.8,36.1,199.2,81.1,7.5,82.1,20,ISL,,1510,11.4,6609.8,16,2013.0,1510.0,44152.643131,72.169678
7,36.2,205.1,83,,82.9,,ISL,,1503,12.6,6733.7,13.8,2014.0,1503.0,14966.3831,73.25659
7,36.2,205.1,83,,82.9,,ISL,,1503,12.6,6733.7,13.8,2014.0,1503.0,45712.837675999996,73.25659
7.7,35.9,194.4,84.7,7.5,82.5,20.4,ISL,57.6,1504,10.9,6589.2,12.3,2015.0,1504.0,16161.7503,74.69609299999999
7.7,35.9,194.4,84.7,7.5,82.5,20.4,ISL,57.6,1504,10.9,6589.2,12.3,2015.0,1504.0,48856.560901,74.69609299999999
7.5,37.5,212.5,86.5,7.5,82.3,20,ISL,,1494,10.2,,12.1,2016.0,1494.0,17555.0006,77.998039
7.5,37.5,212.5,86.5,7.5,82.3,20,ISL,,1494,10.2,,12.1,2016.0,1494.0,52340.490638999996,77.998039
7.7,34.8,183.9,86.1,7.5,82.7,20.6,ISL,65.4,1483,9.4,,9.7,2017.0,1483.0,19000.3535,77.13759
7.7,34.8,183.9,86.1,7.5,82.7,20.6,ISL,65.4,1483,9.4,,9.7,2017.0,1483.0,55330.091864999995,77.13759
2.3,36.8,198.4,58.9,6.8,80.6,,ISR,,1966.5,,4038.4,5.3,2007.0,1966.46,197365.6183,80.415905
2.3,36.8,198.4,58.9,6.8,80.6,,ISR,,1966.5,,4038.4,5.3,2007.0,1966.46,27341.543919,80.415905
2.5,37.3,196.3,59.8,7.3,81,19.6,ISR,47.7,1963.3,18.7,4129.3,5.7,2008.0,1963.32,200502.793,81.23293699999999
2.5,37.3,196.3,59.8,7.3,81,19.6,ISR,47.7,1963.3,18.7,4129.3,5.7,2008.0,1963.32,27275.302325,81.23293699999999
2.6,36.9,186.2,59.2,7.4,81.5,,ISR,,1962.5,,4266.8,6.2,2009.0,1962.48,205863.6677,81.777378
2.6,36.9,186.2,59.2,7.4,81.5,,ISR,,1962.5,,4266.8,6.2,2009.0,1962.48,27514.340013999998,81.777378
2.6,36.5,189.2,60.2,7.4,81.7,,ISR,49.8,1956.5,18.5,4452.3,7.4,2010.0,1956.53,220031.8831,82.064379
2.6,36.5,189.2,60.2,7.4,81.7,,ISR,49.8,1956.5,18.5,4452.3,7.4,2010.0,1956.53,28872.449257,82.064379
2.7,36.6,180.9,60.9,7.4,81.7,20,ISR,,1947.2,,4522.5,6.2,2011.0,1947.24,237167.2303,83.013098
2.7,36.6,180.9,60.9,7.4,81.7,20,ISR,,1947.2,,4522.5,6.2,2011.0,1947.24,30550.681308,83.013098
2.8,38.1,183.8,66.5,7.1,81.8,19.9,ISR,,1918.8,,4628.4,6.4,2012.0,1918.77,250714.7106,84.548171
2.8,38.1,183.8,66.5,7.1,81.8,19.9,ISR,,1918.8,,4628.4,6.4,2012.0,1918.77,31707.041424000003,84.548171
2.9,37.6,179.8,67.1,7.3,82.1,,ISR,51.8,1908.2,16.2,4729.1,5.5,2013.0,1908.2,275197.3737,84.98824
2.9,37.6,179.8,67.1,7.3,82.1,,ISR,51.8,1908.2,16.2,4729.1,5.5,2013.0,1908.2,34160.441868,84.98824
2.7,36.8,178.8,67.9,7.4,82.2,,ISR,54.5,1894.5,17.1,4808.6,5.5,2014.0,1894.53,281083.2701,85.35489
2.7,36.8,178.8,67.9,7.4,82.2,,ISR,54.5,1894.5,17.1,4808.6,5.5,2014.0,1894.53,34228.148891000004,85.35489
2.6,36.7,177.1,68.3,7.1,82.1,20.2,ISR,50.9,1895.4,,4852.4,4.9,2015.0,1895.41,296964.0155,85.535115
2.6,36.7,177.1,68.3,7.1,82.1,20.2,ISR,50.9,1895.4,,4852.4,4.9,2015.0,1895.41,35449.501075,85.535115
2.6,36.9,171.4,68.6,7.2,82.5,,ISR,53.1,1922.1,19.6,4928,5.4,2016.0,1922.08,320160.5338,86.76878500000001
2.6,36.9,171.4,68.6,7.2,82.5,,ISR,53.1,1922.1,19.6,4928,5.4,2016.0,1922.08,37474.713888,86.76878500000001
,36.5,,69,7.3,82.6,20.6,ISR,50.1,1918,16.9,5171.6,,2017.0,1917.98,338652.0829,87.374274
,36.5,,69,7.3,82.6,20.6,ISR,50.1,1918,16.9,5171.6,,2017.0,1917.98,38882.063775999995,87.374274
7.2,38.7,215.1,58.6,6.6,81.5,19.8,ITA,45.5,1818.2,22.4,8968.3,5.7,2007.0,1818.2,1986698.5847,52.299706
7.2,38.7,215.1,58.6,6.6,81.5,19.8,ITA,45.5,1818.2,22.4,8968.3,5.7,2007.0,1818.2,33794.632603,52.299706
6.8,39,212.2,58.6,6.8,81.6,19.8,ITA,45.5,1807,22.4,9151.1,5.8,2008.0,1807.0,2082637.2498,53.312233
6.8,39,212.2,58.6,6.8,81.6,19.8,ITA,45.5,1807,22.4,9151.1,5.8,2008.0,1807.0,35154.80175,53.312233
6.4,39.8,210.6,57.4,6.3,81.7,,ITA,46.3,1775.7,23.3,9293.4,5.9,2009.0,1775.7,2039614.9256,54.301182
6.4,39.8,210.6,57.4,6.3,81.7,,ITA,46.3,1775.7,23.3,9293.4,5.9,2009.0,1775.7,34234.191402,54.301182
7,40.4,207.1,56.8,6.4,82.1,20.2,ITA,46,1777.3,23.1,9417.1,5.8,2010.0,1777.3,2075187.0663,55.174355
7,40.4,207.1,56.8,6.4,82.1,20.2,ITA,46,1777.3,23.1,9417.1,5.8,2010.0,1777.3,34684.956382,55.174355
7,41.1,207.3,56.8,6.1,82.3,,ITA,45.8,1773.3,22.5,9323.7,6.2,2011.0,1773.3,2158285.1661,56.028461
7,41.1,207.3,56.8,6.1,82.3,,ITA,45.8,1773.3,22.5,9323.7,6.2,2011.0,1773.3,35935.483951999995,56.028461
7.5,41.5,205.4,56.6,5.8,82.3,20.3,ITA,46,1734.2,22.1,9283.3,6.3,2012.0,1734.2,2157546.6275,57.236934999999995
7.5,41.5,205.4,56.6,5.8,82.3,20.3,ITA,46,1734.2,22.1,9283.3,6.3,2012.0,1734.2,35757.023679000005,57.236934999999995
7.4,41.9,199.3,55.5,6,82.8,,ITA,45.8,1719.5,21.1,9266.8,6.3,2013.0,1719.5,2176319.7676,58.15667
7.4,41.9,199.3,55.5,6,82.8,,ITA,45.8,1719.5,21.1,9266.8,6.3,2013.0,1719.5,35885.39085,58.15667
7.6,42.4,195.9,55.7,6,83.2,21,ITA,46.4,1717.1,19.7,9320.3,6,2014.0,1717.1,2192714.3985,59.306778
7.6,42.4,195.9,55.7,6,83.2,21,ITA,46.4,1717.1,19.7,9320.3,6,2014.0,1717.1,36070.848202999994,59.306778
7.1,42.3,194.4,56.3,5.8,82.6,,ITA,45.2,1718,19.8,9456.9,5.7,2015.0,1718.0,2237096.3626,59.891224
7.1,42.3,194.4,56.3,5.8,82.6,,ITA,45.2,1718,19.8,9456.9,5.7,2015.0,1718.0,36836.394875,59.891224
7.6,42.4,,57.2,6,83.3,,ITA,45.9,1721.7,20,,,2016.0,1721.7,2367211.1336,60.143147
7.6,42.4,,57.2,6,83.3,,ITA,45.9,1721.7,20,,,2016.0,1721.7,39045.171474,60.143147
,42.2,,58,6.2,83,20.8,ITA,46,1719,19.9,,,2017.0,1719.0,2480872.6961,60.915516
,42.2,,58,6.2,83,20.8,ITA,46,1719,19.9,,,2017.0,1719.0,40981.300535,60.915516
,,,,,,,JAM,,,,,,2010.0,,,
,,,,5.4,,,JAM,,,,,,2011.0,,,
,,,,,,,JAM,,,,,,2012.0,,,
,,,,5.7,,,JAM,,,,,,2013.0,,,
,,,,5.3,,,JAM,,,,,,2014.0,,,
,,,,,,,JAM,,,,,,2015.0,,,
,,,,,,,JAM,,,,,,2016.0,,,
,,,,5.9,,,JAM,,,,,,2017.0,,,
,,,,5.6,,,JOR,,,,,,2007.0,,,
,,,,4.9,,,JOR,,,,,,2008.0,,,
,,,,6,,,JOR,,,,,,2009.0,,,
,,,,5.6,,,JOR,,,,,,2010.0,,,
,,,,5.5,,,JOR,,,,,,2011.0,,,
,,,,5.1,,,JOR,,,,,,2012.0,,,
,,,,5.2,,,JOR,,,,,,2013.0,,,
,,,,5.3,,,JOR,,,,,,2014.0,,,
,,,,5.4,,,JOR,,,,,,2015.0,,,
,,,,5.3,,,JOR,,,,,,2016.0,,,
,,,,4.8,,,JOR,,,,,,2017.0,,,
7.7,,191.9,70.8,6.2,82.6,21.1,JPN,24.8,1785,24.1,6406.8,22.1,2007.0,1785.0,4416227.659,
7.7,,191.9,70.8,6.2,82.6,21.1,JPN,24.8,1785,24.1,6406.8,22.1,2007.0,1785.0,34507.170331,
7.5,,190.4,70.9,5.9,82.7,21.1,JPN,24.2,1771,21.8,6622.9,21.8,2008.0,1771.0,4456434.3648,
7.5,,190.4,70.9,5.9,82.7,21.1,JPN,24.2,1771,21.8,6622.9,21.8,2008.0,1771.0,34803.657814,
7.4,,186.1,70.2,5.8,83,,JPN,25.1,1714,23.4,7161.8,22.2,2009.0,1714.0,4250983.2048,
7.4,,186.1,70.2,5.8,83,,JPN,25.1,1714,23.4,7161.8,22.2,2009.0,1714.0,33201.987010000004,
7.3,,186.1,70.3,6.1,82.9,,JPN,25.3,1733,19.5,7512.3,21.2,2010.0,1733.0,4480784.4068,
7.3,,186.1,70.3,6.1,82.9,,JPN,25.3,1733,19.5,7512.3,21.2,2010.0,1733.0,34994.372256,
7.3,,183.9,70.8,6.3,82.7,21.2,JPN,25.5,1728,20.1,7915.1,20.9,2011.0,1728.0,4573186.7921,
7.3,,183.9,70.8,6.3,82.7,21.2,JPN,25.5,1728,20.1,7915.1,20.9,2011.0,1728.0,35775.256332,
7.2,,181.1,70.6,6,83.2,,JPN,23.7,1745,20.7,8037.5,19.1,2012.0,1745.0,4746699.3877,
7.2,,181.1,70.6,6,83.2,,JPN,23.7,1745,20.7,8037.5,19.1,2012.0,1745.0,37213.837398,
7.4,,179,71.8,6,83.4,,JPN,24.1,1734,19.3,8149.7,18.7,2013.0,1734.0,4967051.5751,
7.4,,179,71.8,6,83.4,,JPN,24.1,1734,19.3,8149.7,18.7,2013.0,1734.0,39008.36056,
7.1,,176.6,72.8,5.9,83.7,,JPN,24.7,1729,19.6,8116.2,17.6,2014.0,1729.0,4986566.2095,
7.1,,176.6,72.8,5.9,83.7,,JPN,24.7,1729,19.6,8116.2,17.6,2014.0,1729.0,39183.465681,
7.2,,173.8,73.4,5.9,83.9,21.8,JPN,23.8,1719,18.2,8214.1,16.6,2015.0,1719.0,5136018.7777,
7.2,,173.8,73.4,5.9,83.9,21.8,JPN,23.8,1719,18.2,8214.1,16.6,2015.0,1719.0,40406.095333,
7.2,,171.5,74.4,6,84.1,22,JPN,25.4,1714,18.3,,15.2,2016.0,1714.0,5221770.1934,
7.2,,171.5,74.4,6,84.1,22,JPN,25.4,1714,18.3,,15.2,2016.0,1714.0,41138.003461,
7.2,,,75.3,5.9,84.2,22,JPN,25.9,1709,17.7,,,2017.0,1709.0,5319800.4374,
7.2,,,75.3,5.9,84.2,22,JPN,25.9,1709,17.7,,,2017.0,1709.0,41985.386938999996,
,,,,5.7,,,KAZ,,,,,,2007.0,,,
,,,,5.9,,,KAZ,,,,,,2008.0,,,
,,,,5.4,,,KAZ,,,,,,2009.0,,,
,,,,5.5,,,KAZ,,,,,,2010.0,,,
,,,,5.7,,,KAZ,,,,,,2011.0,,,
,,,,5.8,,,KAZ,,,,,,2012.0,,,
,,,,5.8,,,KAZ,,,,,,2013.0,,,
,,,,6,,,KAZ,,,,,,2014.0,,,
,,,,5.9,,,KAZ,,,,,,2015.0,,,
,,,,5.5,,,KAZ,,,,,,2016.0,,,
,,,,5.9,,,KAZ,,,,,,2017.0,,,
,,,,4.6,,,KEN,,,,,,2007.0,,,
,,,,4,,,KEN,,,,,,2008.0,,,
,,,,4.3,,,KEN,,,,,,2009.0,,,
,,,,4.3,,,KEN,,,,,,2010.0,,,
,,,,4.4,,,KEN,,,,,,2011.0,,,
,,,,4.5,,,KEN,,,,,,2012.0,,,
,,,,3.8,,,KEN,,,,,,2013.0,,,
,,,,4.9,,,KEN,,,,,,2014.0,,,
,,,,4.4,,,KEN,,,,,,2015.0,,,
,,,,4.4,,,KEN,,,,,,2016.0,,,
,,,,4.5,,,KEN,,,,,,2017.0,,,
,,,,4.7,,,KGZ,,,,,,2007.0,,,
,,,,4.7,,,KGZ,,,,,,2008.0,,,
,,,,5.1,,,KGZ,,,,,,2009.0,,,
,,,,5,,,KGZ,,,,,,2010.0,,,
,,,,4.9,,,KGZ,,,,,,2011.0,,,
,,,,5.2,,,KGZ,,,,,,2012.0,,,
,,,,5.4,,,KGZ,,,,,,2013.0,,,
,,,,5.3,,,KGZ,,,,,,2014.0,,,
,,,,4.9,,,KGZ,,,,,,2015.0,,,
,,,,4.9,,,KGZ,,,,,,2016.0,,,
,,,,5.6,,,KGZ,,,,,,2017.0,,,
,,,,4.2,,,KHM,,,,,,2007.0,,,
,,,,4.5,,,KHM,,,,,,2008.0,,,
,,,,4.1,,,KHM,,,,,,2009.0,,,
,,,,4.1,,,KHM,,,,,,2010.0,,,
,,,,4.2,,,KHM,,,,,,2011.0,,,
,,,,3.9,,,KHM,,,,,,2012.0,,,
,,,,3.7,,,KHM,,,,,,2013.0,,,
,,,,3.9,,,KHM,,,,,,2014.0,,,
,,,,4.2,,,KHM,,,,,,2015.0,,,
,,,,4.5,,,KHM,,,,,,2016.0,,,
,,,,4.6,,,KHM,,,,,,2017.0,,,
9.3,43.4,203.6,64.1,5.8,79.2,18.1,KOR,31,,24,1986,28.7,2007.0,,1354489.6394,78.201979
9.3,43.4,203.6,64.1,5.8,79.2,18.1,KOR,31,,24,1986,28.7,2007.0,,27822.069661,78.201979
9.5,42.7,199.5,64,5.4,79.6,18.5,KOR,25.75,2228,26.3,2172,29,2008.0,2228.0,1405710.9033,79.368351
9.5,42.7,199.5,64,5.4,79.6,18.5,KOR,25.75,2228,26.3,2172,29,2008.0,2228.0,28655.812931,79.368351
8.9,42.2,193.8,63,5.6,80,18.9,KOR,26.4,2174,25.6,2421,33.8,2009.0,2174.0,1396654.7456,80.62871
8.9,42.2,193.8,63,5.6,80,18.9,KOR,26.4,2174,25.6,2421,33.8,2009.0,2174.0,28325.114497000002,80.62871
9,41.9,193.7,63.4,6.1,80.2,19,KOR,26.4,2163,22.9,2495.8,33.5,2010.0,2163.0,1504724.4048,80.940731
9,41.9,193.7,63.4,6.1,80.2,19,KOR,26.4,2163,22.9,2495.8,33.5,2010.0,2163.0,30365.346992000003,80.940731
8.9,41.1,185.1,63.9,6.9,80.6,19.3,KOR,27,2136,23.2,2545.1,33.3,2011.0,2136.0,1559446.8342,81.464731
8.9,41.1,185.1,63.9,6.9,80.6,19.3,KOR,27,2136,23.2,2545.1,33.3,2011.0,2136.0,31228.284323000003,81.464731
9.1,40.8,183.3,64.3,6,80.9,,KOR,27.95,2119,21.6,2769.5,29.1,2012.0,2119.0,1611272.9143,82.511843
9.1,40.8,183.3,64.3,6,80.9,,KOR,27.95,2119,21.6,2769.5,29.1,2012.0,2119.0,32097.070005,82.511843
8.7,40.6,178.9,64.6,6,81.4,,KOR,27.95,2106,19.9,3018.5,28.7,2013.0,2106.0,1644777.3066,83.722204
8.7,40.6,178.9,64.6,6,81.4,,KOR,27.95,2106,19.9,3018.5,28.7,2013.0,2106.0,32615.703397,83.722204
8.9,40.5,175,65.6,5.8,81.8,20.1,KOR,27.9,2076,20,3233.5,26.7,2014.0,2076.0,1704457.6408,84.997033
8.9,40.5,175,65.6,5.8,81.8,20.1,KOR,27.9,2076,20,3233.5,26.7,2014.0,2076.0,33587.357693,84.997033
9.1,40.4,168.4,65.9,5.8,82.1,20.3,KOR,29.75,2083,17.3,3493.3,25.8,2015.0,2083.0,1824331.9727,85.770602
