"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","SOCEXP","PUBNET","PC_GDP","A","2013",28.325,
"FRA","SOCEXP","PUBNET","PC_GDP","A","2015",28.384,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2001",27.282,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2003",28.365,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2005",28.537,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2007",28.424,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2009",31.235,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2011",30.892,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2013",31.622,
"FRA","SOCEXP","TOTNET","PC_GDP","A","2015",31.688,
"FRA","SOCEXP","PUB","USD_CAP","A","1980",4802.304,
"FRA","SOCEXP","PUB","USD_CAP","A","1981",3742.49,
"FRA","SOCEXP","PUB","USD_CAP","A","1982",3934.355,
"FRA","SOCEXP","PUB","USD_CAP","A","1983",3988.719,
"FRA","SOCEXP","PUB","USD_CAP","A","1984",4068.21,
"FRA","SOCEXP","PUB","USD_CAP","A","1985",6364.469,
"FRA","SOCEXP","PUB","USD_CAP","A","1986",4906.472,
"FRA","SOCEXP","PUB","USD_CAP","A","1987",4980.937,
"FRA","SOCEXP","PUB","USD_CAP","A","1988",5131.256,
"FRA","SOCEXP","PUB","USD_CAP","A","1989",5056.579,
"FRA","SOCEXP","PUB","USD_CAP","A","1990",7032.589,
"FRA","SOCEXP","PUB","USD_CAP","A","1991",7253.704,
"FRA","SOCEXP","PUB","USD_CAP","A","1992",7547.916,
"FRA","SOCEXP","PUB","USD_CAP","A","1993",7872.569,
"FRA","SOCEXP","PUB","USD_CAP","A","1994",8039.228,
"FRA","SOCEXP","PUB","USD_CAP","A","1995",8560.407,
"FRA","SOCEXP","PUB","USD_CAP","A","1996",8737.517,
"FRA","SOCEXP","PUB","USD_CAP","A","1997",8868.782,
"FRA","SOCEXP","PUB","USD_CAP","A","1998",9220.271,
"FRA","SOCEXP","PUB","USD_CAP","A","1999",9476.218,
"FRA","SOCEXP","PUB","USD_CAP","A","2000",9400.958,
"FRA","SOCEXP","PUB","USD_CAP","A","2001",9513.912,
"FRA","SOCEXP","PUB","USD_CAP","A","2002",9799.591,
"FRA","SOCEXP","PUB","USD_CAP","A","2003",9940.215,
"FRA","SOCEXP","PUB","USD_CAP","A","2004",10170.341,
"FRA","SOCEXP","PUB","USD_CAP","A","2005",10248.445,
"FRA","SOCEXP","PUB","USD_CAP","A","2006",10255.488,
"FRA","SOCEXP","PUB","USD_CAP","A","2007",10355.649,
"FRA","SOCEXP","PUB","USD_CAP","A","2008",10414.773,
"FRA","SOCEXP","PUB","USD_CAP","A","2009",11012.094,
"FRA","SOCEXP","PUB","USD_CAP","A","2010",11179.991,
"FRA","SOCEXP","PUB","USD_CAP","A","2011",11276.194,
"FRA","SOCEXP","PUB","USD_CAP","A","2012",11438.855,
"FRA","SOCEXP","PUB","USD_CAP","A","2013",11634.895,
"FRA","SOCEXP","PUB","USD_CAP","A","2014",11808.913,
"FRA","SOCEXP","PUB","USD_CAP","A","2015",11796.106,
"DEU","SOCEXP","PRIV","PC_GDP","A","1980",3.384,
"DEU","SOCEXP","PRIV","PC_GDP","A","1981",3.36,
"DEU","SOCEXP","PRIV","PC_GDP","A","1982",3.161,
"DEU","SOCEXP","PRIV","PC_GDP","A","1983",3.071,
"DEU","SOCEXP","PRIV","PC_GDP","A","1984",3.083,
"DEU","SOCEXP","PRIV","PC_GDP","A","1985",3.21,
"DEU","SOCEXP","PRIV","PC_GDP","A","1986",3.271,
"DEU","SOCEXP","PRIV","PC_GDP","A","1987",3.389,
"DEU","SOCEXP","PRIV","PC_GDP","A","1988",3.36,
"DEU","SOCEXP","PRIV","PC_GDP","A","1989",3.419,
"DEU","SOCEXP","PRIV","PC_GDP","A","1990",3.455,
"DEU","SOCEXP","PRIV","PC_GDP","A","1991",3.111,
"DEU","SOCEXP","PRIV","PC_GDP","A","1992",3.106,
"DEU","SOCEXP","PRIV","PC_GDP","A","1993",3.087,
"DEU","SOCEXP","PRIV","PC_GDP","A","1994",2.998,
"DEU","SOCEXP","PRIV","PC_GDP","A","1995",3.127,
"DEU","SOCEXP","PRIV","PC_GDP","A","1996",2.917,
"DEU","SOCEXP","PRIV","PC_GDP","A","1997",2.792,
"DEU","SOCEXP","PRIV","PC_GDP","A","1998",2.774,
"DEU","SOCEXP","PRIV","PC_GDP","A","1999",2.809,
"DEU","SOCEXP","PRIV","PC_GDP","A","2000",3.012,
"DEU","SOCEXP","PRIV","PC_GDP","A","2001",3.065,
"DEU","SOCEXP","PRIV","PC_GDP","A","2002",3.024,
"DEU","SOCEXP","PRIV","PC_GDP","A","2003",3.041,
"DEU","SOCEXP","PRIV","PC_GDP","A","2004",2.976,
"DEU","SOCEXP","PRIV","PC_GDP","A","2005",2.903,
"DEU","SOCEXP","PRIV","PC_GDP","A","2006",2.795,
"DEU","SOCEXP","PRIV","PC_GDP","A","2007",2.885,
"DEU","SOCEXP","PRIV","PC_GDP","A","2008",3.078,
"DEU","SOCEXP","PRIV","PC_GDP","A","2009",3.313,
"DEU","SOCEXP","PRIV","PC_GDP","A","2010",3.256,
"DEU","SOCEXP","PRIV","PC_GDP","A","2011",3.286,
"DEU","SOCEXP","PRIV","PC_GDP","A","2012",3.422,
"DEU","SOCEXP","PRIV","PC_GDP","A","2013",3.517,
"DEU","SOCEXP","PRIV","PC_GDP","A","2014",3.438,
"DEU","SOCEXP","PRIV","PC_GDP","A","2015",3.454,
"DEU","SOCEXP","PUB","PC_GDP","A","1980",21.788,
"DEU","SOCEXP","PUB","PC_GDP","A","1981",22.446,
"DEU","SOCEXP","PUB","PC_GDP","A","1982",22.433,
"DEU","SOCEXP","PUB","PC_GDP","A","1983",22.14,
"DEU","SOCEXP","PUB","PC_GDP","A","1984",21.881,
"DEU","SOCEXP","PUB","PC_GDP","A","1985",22.228,
"DEU","SOCEXP","PUB","PC_GDP","A","1986",22.247,
"DEU","SOCEXP","PUB","PC_GDP","A","1987",22.715,
"DEU","SOCEXP","PUB","PC_GDP","A","1988",22.705,
"DEU","SOCEXP","PUB","PC_GDP","A","1989",21.643,
"DEU","SOCEXP","PUB","PC_GDP","A","1990",21.354,
"DEU","SOCEXP","PUB","PC_GDP","A","1991",22.391,
"DEU","SOCEXP","PUB","PC_GDP","A","1992",24.11,
"DEU","SOCEXP","PUB","PC_GDP","A","1993",24.772,
"DEU","SOCEXP","PUB","PC_GDP","A","1994",24.912,
"DEU","SOCEXP","PUB","PC_GDP","A","1995",25.211,
"DEU","SOCEXP","PUB","PC_GDP","A","1996",25.806,
"DEU","SOCEXP","PUB","PC_GDP","A","1997",25.381,
"DEU","SOCEXP","PUB","PC_GDP","A","1998",25.352,
"DEU","SOCEXP","PUB","PC_GDP","A","1999",25.612,
"DEU","SOCEXP","PUB","PC_GDP","A","2000",25.387,
"DEU","SOCEXP","PUB","PC_GDP","A","2001",25.408,
"DEU","SOCEXP","PUB","PC_GDP","A","2002",26.042,
"DEU","SOCEXP","PUB","PC_GDP","A","2003",26.533,
"DEU","SOCEXP","PUB","PC_GDP","A","2004",25.935,
"DEU","SOCEXP","PUB","PC_GDP","A","2005",26.237,
"DEU","SOCEXP","PUB","PC_GDP","A","2006",25.016,
"DEU","SOCEXP","PUB","PC_GDP","A","2007",24.074,
"DEU","SOCEXP","PUB","PC_GDP","A","2008",24.203,
"DEU","SOCEXP","PUB","PC_GDP","A","2009",26.644,
"DEU","SOCEXP","PUB","PC_GDP","A","2010",25.897,
"DEU","SOCEXP","PUB","PC_GDP","A","2011",24.662,
"DEU","SOCEXP","PUB","PC_GDP","A","2012",24.532,
"DEU","SOCEXP","PUB","PC_GDP","A","2013",24.691,
"DEU","SOCEXP","PUB","PC_GDP","A","2014",24.707,
"DEU","SOCEXP","PUB","PC_GDP","A","2015",24.862,
"DEU","SOCEXP","PUB","PC_GDP","A","2016",25.061,
"DEU","SOCEXP","PUB","PC_GDP","A","2017",25.051,
"DEU","SOCEXP","PUB","PC_GDP","A","2018",25.144,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1995",22.138,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1997",24.085,
"DEU","SOCEXP","PUBNET","PC_GDP","A","1999",24.375,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2001",24.014,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2003",25.099,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2005",24.523,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2007",22.285,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2009",24.333,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2011",22.842,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2013",23.052,
"DEU","SOCEXP","PUBNET","PC_GDP","A","2015",23.273,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1995",24.863,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1997",26.528,
"DEU","SOCEXP","TOTNET","PC_GDP","A","1999",26.806,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2001",25.855,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2003",26.961,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2005",26.29,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2007",24.004,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2009",26.366,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2011",24.542,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2013",24.7,
"DEU","SOCEXP","TOTNET","PC_GDP","A","2015",24.76,
"DEU","SOCEXP","PUB","USD_CAP","A","1980",6075.194,
"DEU","SOCEXP","PUB","USD_CAP","A","1981",6280.026,
"DEU","SOCEXP","PUB","USD_CAP","A","1982",6256.048,
"DEU","SOCEXP","PUB","USD_CAP","A","1983",6293.484,
"DEU","SOCEXP","PUB","USD_CAP","A","1984",6421.311,
"DEU","SOCEXP","PUB","USD_CAP","A","1985",6691.638,
"DEU","SOCEXP","PUB","USD_CAP","A","1986",6845.582,
"DEU","SOCEXP","PUB","USD_CAP","A","1987",7086.476,
"DEU","SOCEXP","PUB","USD_CAP","A","1988",7301.224,
"DEU","SOCEXP","PUB","USD_CAP","A","1989",7159.588,
"DEU","SOCEXP","PUB","USD_CAP","A","1990",7295.216,
"DEU","SOCEXP","PUB","USD_CAP","A","1991",7096.111,
"DEU","SOCEXP","PUB","USD_CAP","A","1992",7736.921,
"DEU","SOCEXP","PUB","USD_CAP","A","1993",7829.754,
"DEU","SOCEXP","PUB","USD_CAP","A","1994",8047.708,
"DEU","SOCEXP","PUB","USD_CAP","A","1995",8269.268,
"DEU","SOCEXP","PUB","USD_CAP","A","1996",8516.956,
"DEU","SOCEXP","PUB","USD_CAP","A","1997",8527.23,
"DEU","SOCEXP","PUB","USD_CAP","A","1998",8692.875,
"DEU","SOCEXP","PUB","USD_CAP","A","1999",8959.012,
"DEU","SOCEXP","PUB","USD_CAP","A","2000",9139.722,
"DEU","SOCEXP","PUB","USD_CAP","A","2001",9295.403,
"DEU","SOCEXP","PUB","USD_CAP","A","2002",9520.031,
"DEU","SOCEXP","PUB","USD_CAP","A","2003",9634.389,
"DEU","SOCEXP","PUB","USD_CAP","A","2004",9538.256,
"DEU","SOCEXP","PUB","USD_CAP","A","2005",9731.625,
"DEU","SOCEXP","PUB","USD_CAP","A","2006",9641.411,
"DEU","SOCEXP","PUB","USD_CAP","A","2007",9602.207,
"DEU","SOCEXP","PUB","USD_CAP","A","2008",9785.866,
"DEU","SOCEXP","PUB","USD_CAP","A","2009",10203.071,
"DEU","SOCEXP","PUB","USD_CAP","A","2010",10347.025,
"DEU","SOCEXP","PUB","USD_CAP","A","2011",10215.34,
"DEU","SOCEXP","PUB","USD_CAP","A","2012",10192.572,
"DEU","SOCEXP","PUB","USD_CAP","A","2013",10280.446,
"DEU","SOCEXP","PUB","USD_CAP","A","2014",10442.158,
"DEU","SOCEXP","PUB","USD_CAP","A","2015",10598.69,
"GRC","SOCEXP","PRIV","PC_GDP","A","1983",0.001,
"GRC","SOCEXP","PRIV","PC_GDP","A","1984",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1985",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1986",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1987",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1988",0.003,
"GRC","SOCEXP","PRIV","PC_GDP","A","1989",0.004,
"GRC","SOCEXP","PRIV","PC_GDP","A","1990",1.987,
"GRC","SOCEXP","PRIV","PC_GDP","A","1991",1.823,
"GRC","SOCEXP","PRIV","PC_GDP","A","1992",1.799,
"GRC","SOCEXP","PRIV","PC_GDP","A","1993",1.792,
"GRC","SOCEXP","PRIV","PC_GDP","A","1994",1.831,
"GRC","SOCEXP","PRIV","PC_GDP","A","1995",1.83,
"GRC","SOCEXP","PRIV","PC_GDP","A","1996",1.811,
"GRC","SOCEXP","PRIV","PC_GDP","A","1997",1.78,
"GRC","SOCEXP","PRIV","PC_GDP","A","1998",1.833,
"GRC","SOCEXP","PRIV","PC_GDP","A","1999",1.854,
"GRC","SOCEXP","PRIV","PC_GDP","A","2000",0.045,
"GRC","SOCEXP","PRIV","PC_GDP","A","2001",0.061,
"GRC","SOCEXP","PRIV","PC_GDP","A","2002",0.059,
"GRC","SOCEXP","PRIV","PC_GDP","A","2003",0.086,
"GRC","SOCEXP","PRIV","PC_GDP","A","2004",0.088,
"GRC","SOCEXP","PRIV","PC_GDP","A","2005",0.119,
"GRC","SOCEXP","PRIV","PC_GDP","A","2006",0.607,
"GRC","SOCEXP","PRIV","PC_GDP","A","2007",0.599,
"GRC","SOCEXP","PRIV","PC_GDP","A","2008",0.858,
"GRC","SOCEXP","PRIV","PC_GDP","A","2009",0.88,
"GRC","SOCEXP","PRIV","PC_GDP","A","2010",1.113,
"GRC","SOCEXP","PRIV","PC_GDP","A","2011",1.144,
"GRC","SOCEXP","PRIV","PC_GDP","A","2012",1.098,
"GRC","SOCEXP","PRIV","PC_GDP","A","2013",1.222,
"GRC","SOCEXP","PRIV","PC_GDP","A","2014",1.137,
"GRC","SOCEXP","PRIV","PC_GDP","A","2015",1.077,
"GRC","SOCEXP","PUB","PC_GDP","A","1980",9.856,
"GRC","SOCEXP","PUB","PC_GDP","A","1981",11.869,
"GRC","SOCEXP","PUB","PC_GDP","A","1982",13.94,
"GRC","SOCEXP","PUB","PC_GDP","A","1983",14.484,
"GRC","SOCEXP","PUB","PC_GDP","A","1984",14.793,
"GRC","SOCEXP","PUB","PC_GDP","A","1985",15.368,
"GRC","SOCEXP","PUB","PC_GDP","A","1986",15.213,
"GRC","SOCEXP","PUB","PC_GDP","A","1987",15.179,
"GRC","SOCEXP","PUB","PC_GDP","A","1988",13.932,
"GRC","SOCEXP","PUB","PC_GDP","A","1989",14.771,
"GRC","SOCEXP","PUB","PC_GDP","A","1990",15.721,
"GRC","SOCEXP","PUB","PC_GDP","A","1991",15.178,
"GRC","SOCEXP","PUB","PC_GDP","A","1992",15.389,
"GRC","SOCEXP","PUB","PC_GDP","A","1993",16.233,
"GRC","SOCEXP","PUB","PC_GDP","A","1994",16.259,
"GRC","SOCEXP","PUB","PC_GDP","A","1995",16.6,
"GRC","SOCEXP","PUB","PC_GDP","A","1996",17.011,
"GRC","SOCEXP","PUB","PC_GDP","A","1997",16.912,
"GRC","SOCEXP","PUB","PC_GDP","A","1998",17.461,
"GRC","SOCEXP","PUB","PC_GDP","A","1999",17.973,
"GRC","SOCEXP","PUB","PC_GDP","A","2000",17.768,
"GRC","SOCEXP","PUB","PC_GDP","A","2001",18.637,
"GRC","SOCEXP","PUB","PC_GDP","A","2002",18.359,
"GRC","SOCEXP","PUB","PC_GDP","A","2003",18.181,
"GRC","SOCEXP","PUB","PC_GDP","A","2004",18.395,
"GRC","SOCEXP","PUB","PC_GDP","A","2005",19.875,
"GRC","SOCEXP","PUB","PC_GDP","A","2006",20.004,
"GRC","SOCEXP","PUB","PC_GDP","A","2007",20.417,
"GRC","SOCEXP","PUB","PC_GDP","A","2008",21.274,
"GRC","SOCEXP","PUB","PC_GDP","A","2009",23.973,
"GRC","SOCEXP","PUB","PC_GDP","A","2010",24.851,
"GRC","SOCEXP","PUB","PC_GDP","A","2011",26.037,
"GRC","SOCEXP","PUB","PC_GDP","A","2012",26.878,
"GRC","SOCEXP","PUB","PC_GDP","A","2013",25.089,
"GRC","SOCEXP","PUB","PC_GDP","A","2014",25.173,
"GRC","SOCEXP","PUB","PC_GDP","A","2015",25.425,
"GRC","SOCEXP","PUB","PC_GDP","A","2016",25.739,
"GRC","SOCEXP","PUB","PC_GDP","A","2017",24.849,
"GRC","SOCEXP","PUB","PC_GDP","A","2018",23.451,
"GRC","SOCEXP","PUB","USD_CAP","A","1980",1954.5,
"GRC","SOCEXP","PUB","USD_CAP","A","1981",2296.769,
"GRC","SOCEXP","PUB","USD_CAP","A","1982",2650.328,
"GRC","SOCEXP","PUB","USD_CAP","A","1983",2708.219,
"GRC","SOCEXP","PUB","USD_CAP","A","1984",2807.701,
"GRC","SOCEXP","PUB","USD_CAP","A","1985",2978.647,
"GRC","SOCEXP","PUB","USD_CAP","A","1986",2953.953,
"GRC","SOCEXP","PUB","USD_CAP","A","1987",2871.015,
"GRC","SOCEXP","PUB","USD_CAP","A","1988",2738.373,
"GRC","SOCEXP","PUB","USD_CAP","A","1989",2997.659,
"GRC","SOCEXP","PUB","USD_CAP","A","1990",3168.264,
"GRC","SOCEXP","PUB","USD_CAP","A","1991",3127.119,
"GRC","SOCEXP","PUB","USD_CAP","A","1992",3169.576,
"GRC","SOCEXP","PUB","USD_CAP","A","1993",3271.932,
"GRC","SOCEXP","PUB","USD_CAP","A","1994",3327.443,
"GRC","SOCEXP","PUB","USD_CAP","A","1995",3459.396,
"GRC","SOCEXP","PUB","USD_CAP","A","1996",3630.516,
"GRC","SOCEXP","PUB","USD_CAP","A","1997",3752.74,
"GRC","SOCEXP","PUB","USD_CAP","A","1998",4003.04,
"GRC","SOCEXP","PUB","USD_CAP","A","1999",4230.79,
"GRC","SOCEXP","PUB","USD_CAP","A","2000",4328.887,
"GRC","SOCEXP","PUB","USD_CAP","A","2001",4703.517,
"GRC","SOCEXP","PUB","USD_CAP","A","2002",4797.736,
"GRC","SOCEXP","PUB","USD_CAP","A","2003",5014.398,
"GRC","SOCEXP","PUB","USD_CAP","A","2004",5317.111,
"GRC","SOCEXP","PUB","USD_CAP","A","2005",5762.208,
"GRC","SOCEXP","PUB","USD_CAP","A","2006",6109.289,
"GRC","SOCEXP","PUB","USD_CAP","A","2007",6423.032,
"GRC","SOCEXP","PUB","USD_CAP","A","2008",6652.602,
"GRC","SOCEXP","PUB","USD_CAP","A","2009",7155.409,
"GRC","SOCEXP","PUB","USD_CAP","A","2010",7001.89,
"GRC","SOCEXP","PUB","USD_CAP","A","2011",6675.937,
"GRC","SOCEXP","PUB","USD_CAP","A","2012",6423.213,
"GRC","SOCEXP","PUB","USD_CAP","A","2013",5843.599,
"GRC","SOCEXP","PUB","USD_CAP","A","2014",5945.918,
"GRC","SOCEXP","PUB","USD_CAP","A","2015",6027.616,
"HUN","SOCEXP","PRIV","PC_GDP","A","1999",0.19,
"HUN","SOCEXP","PRIV","PC_GDP","A","2000",0.205,
"HUN","SOCEXP","PRIV","PC_GDP","A","2001",0.206,
"HUN","SOCEXP","PRIV","PC_GDP","A","2002",0.208,
"HUN","SOCEXP","PRIV","PC_GDP","A","2003",0.252,
"HUN","SOCEXP","PRIV","PC_GDP","A","2004",0.293,
"HUN","SOCEXP","PRIV","PC_GDP","A","2005",0.284,
"HUN","SOCEXP","PRIV","PC_GDP","A","2006",0.368,
"HUN","SOCEXP","PRIV","PC_GDP","A","2007",0.385,
"HUN","SOCEXP","PRIV","PC_GDP","A","2008",0.371,
"HUN","SOCEXP","PRIV","PC_GDP","A","2009",0.427,
"HUN","SOCEXP","PRIV","PC_GDP","A","2010",0.446,
"HUN","SOCEXP","PRIV","PC_GDP","A","2011",0.427,
"HUN","SOCEXP","PRIV","PC_GDP","A","2012",0.405,
"HUN","SOCEXP","PRIV","PC_GDP","A","2013",0.389,
"HUN","SOCEXP","PRIV","PC_GDP","A","2014",0.349,
"HUN","SOCEXP","PRIV","PC_GDP","A","2015",0.337,
"HUN","SOCEXP","PUB","PC_GDP","A","1999",20.812,
"HUN","SOCEXP","PUB","PC_GDP","A","2000",20.053,
"HUN","SOCEXP","PUB","PC_GDP","A","2001",19.745,
"HUN","SOCEXP","PUB","PC_GDP","A","2002",20.767,
"HUN","SOCEXP","PUB","PC_GDP","A","2003",21.784,
"HUN","SOCEXP","PUB","PC_GDP","A","2004",21.065,
"HUN","SOCEXP","PUB","PC_GDP","A","2005",21.854,
"HUN","SOCEXP","PUB","PC_GDP","A","2006",22.202,
"HUN","SOCEXP","PUB","PC_GDP","A","2007",22.437,
"HUN","SOCEXP","PUB","PC_GDP","A","2008",22.679,
"HUN","SOCEXP","PUB","PC_GDP","A","2009",23.28,
"HUN","SOCEXP","PUB","PC_GDP","A","2010",23.035,
"HUN","SOCEXP","PUB","PC_GDP","A","2011",22.357,
"HUN","SOCEXP","PUB","PC_GDP","A","2012",22.656,
"HUN","SOCEXP","PUB","PC_GDP","A","2013",22.256,
"HUN","SOCEXP","PUB","PC_GDP","A","2014",21.527,
"HUN","SOCEXP","PUB","PC_GDP","A","2015",20.888,
"HUN","SOCEXP","PUB","PC_GDP","A","2016",20.798,
"HUN","SOCEXP","PUB","PC_GDP","A","2017",20.18,
"HUN","SOCEXP","PUB","PC_GDP","A","2018",19.447,
"HUN","SOCEXP","PUB","USD_CAP","A","1999",3440.561,
"HUN","SOCEXP","PUB","USD_CAP","A","2000",3463.532,
"HUN","SOCEXP","PUB","USD_CAP","A","2001",3549.445,
"HUN","SOCEXP","PUB","USD_CAP","A","2002",3913.336,
"HUN","SOCEXP","PUB","USD_CAP","A","2003",4275.167,
"HUN","SOCEXP","PUB","USD_CAP","A","2004",4350.582,
"HUN","SOCEXP","PUB","USD_CAP","A","2005",4721.016,
"HUN","SOCEXP","PUB","USD_CAP","A","2006",4988.784,
"HUN","SOCEXP","PUB","USD_CAP","A","2007",5071.266,
"HUN","SOCEXP","PUB","USD_CAP","A","2008",5178.794,
"HUN","SOCEXP","PUB","USD_CAP","A","2009",4972.881,
"HUN","SOCEXP","PUB","USD_CAP","A","2010",4965.384,
"HUN","SOCEXP","PUB","USD_CAP","A","2011",4913.212,
"HUN","SOCEXP","PUB","USD_CAP","A","2012",4922.518,
"HUN","SOCEXP","PUB","USD_CAP","A","2013",4950.47,
"HUN","SOCEXP","PUB","USD_CAP","A","2014",5004.275,
"HUN","SOCEXP","PUB","USD_CAP","A","2015",5031.137,
"ISL","SOCEXP","PRIV","PC_GDP","A","1990",3.012,
"ISL","SOCEXP","PRIV","PC_GDP","A","1991",3.264,
"ISL","SOCEXP","PRIV","PC_GDP","A","1992",3.424,
"ISL","SOCEXP","PRIV","PC_GDP","A","1993",3.52,
"ISL","SOCEXP","PRIV","PC_GDP","A","1994",3.414,
"ISL","SOCEXP","PRIV","PC_GDP","A","1995",3.534,
"ISL","SOCEXP","PRIV","PC_GDP","A","1996",3.537,
"ISL","SOCEXP","PRIV","PC_GDP","A","1997",3.65,
"ISL","SOCEXP","PRIV","PC_GDP","A","1998",3.655,
"ISL","SOCEXP","PRIV","PC_GDP","A","1999",3.834,
"ISL","SOCEXP","PRIV","PC_GDP","A","2000",4.086,
"ISL","SOCEXP","PRIV","PC_GDP","A","2001",4.225,
"ISL","SOCEXP","PRIV","PC_GDP","A","2002",4.514,
"ISL","SOCEXP","PRIV","PC_GDP","A","2003",4.945,
"ISL","SOCEXP","PRIV","PC_GDP","A","2004",4.814,
"ISL","SOCEXP","PRIV","PC_GDP","A","2005",4.904,
"ISL","SOCEXP","PRIV","PC_GDP","A","2006",4.938,
"ISL","SOCEXP","PRIV","PC_GDP","A","2007",5.053,
"ISL","SOCEXP","PRIV","PC_GDP","A","2008",5.156,
"ISL","SOCEXP","PRIV","PC_GDP","A","2009",5.739,
"ISL","SOCEXP","PRIV","PC_GDP","A","2010",5.562,
"ISL","SOCEXP","PRIV","PC_GDP","A","2011",5.793,
"ISL","SOCEXP","PRIV","PC_GDP","A","2012",6.037,
"ISL","SOCEXP","PRIV","PC_GDP","A","2013",6.227,
"ISL","SOCEXP","PRIV","PC_GDP","A","2014",6.49,
"ISL","SOCEXP","PRIV","PC_GDP","A","2015",6.463,
"ISL","SOCEXP","PUB","PC_GDP","A","1990",13.493,
"ISL","SOCEXP","PUB","PC_GDP","A","1991",13.95,
"ISL","SOCEXP","PUB","PC_GDP","A","1992",14.49,
"ISL","SOCEXP","PUB","PC_GDP","A","1993",14.861,
"ISL","SOCEXP","PUB","PC_GDP","A","1994",14.769,
"ISL","SOCEXP","PUB","PC_GDP","A","1995",15.053,
"ISL","SOCEXP","PUB","PC_GDP","A","1996",14.741,
"ISL","SOCEXP","PUB","PC_GDP","A","1997",14.147,
"ISL","SOCEXP","PUB","PC_GDP","A","1998",14.254,
"ISL","SOCEXP","PUB","PC_GDP","A","1999",14.528,
"ISL","SOCEXP","PUB","PC_GDP","A","2000",14.628,
"ISL","SOCEXP","PUB","PC_GDP","A","2001",14.674,
"ISL","SOCEXP","PUB","PC_GDP","A","2002",16.054,
"ISL","SOCEXP","PUB","PC_GDP","A","2003",17.131,
"ISL","SOCEXP","PUB","PC_GDP","A","2004",16.756,
"ISL","SOCEXP","PUB","PC_GDP","A","2005",15.948,
"ISL","SOCEXP","PUB","PC_GDP","A","2006",15.499,
"ISL","SOCEXP","PUB","PC_GDP","A","2007",14.622,
"ISL","SOCEXP","PUB","PC_GDP","A","2008",15.061,
"ISL","SOCEXP","PUB","PC_GDP","A","2009",17.285,
"ISL","SOCEXP","PUB","PC_GDP","A","2010",16.902,
"ISL","SOCEXP","PUB","PC_GDP","A","2011",17.029,
"ISL","SOCEXP","PUB","PC_GDP","A","2012",16.668,
"ISL","SOCEXP","PUB","PC_GDP","A","2013",16.206,
"ISL","SOCEXP","PUB","PC_GDP","A","2014",16.334,
"ISL","SOCEXP","PUB","PC_GDP","A","2015",15.482,
"ISL","SOCEXP","PUB","PC_GDP","A","2016",15.093,
"ISL","SOCEXP","PUB","PC_GDP","A","2017",15.944,
"ISL","SOCEXP","PUB","PC_GDP","A","2018",16.012,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2001",13.182,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2003",15.248,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2005",14.121,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2007",12.941,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2009",15.3,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2011",14.943,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2013",14.211,
"ISL","SOCEXP","PUBNET","PC_GDP","A","2015",13.618,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2001",16.17,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2003",18.724,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2005",17.45,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2007",16.419,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2009",19.523,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2011",19.121,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2013",18.642,
"ISL","SOCEXP","TOTNET","PC_GDP","A","2015",18.151,
